topic,topic_label,chunks,top_words,earliest_publication_year,latest_publication_year,top_documents
352,Life in the North vs. Life in the South,12,"dumont, isabel, isabella, catlin, robert, mistress, mr dumont, visit isabella, visit isabel, honest aleck",1839.0,1913.0,"Narrative of Sojourner Truth, a Northern Slave, Emancipated from Bo... (2 chunks); The Story of a Slave. A Realistic Revelation of a Social Relation o... (2 chunks); A North-Side View of Slavery. The Refugee: or the Narratives of Fug... (1 chunks)"
348,Finding Employment and Safety in Northern Cities,12,"end wharf, ship, wharf, board ship, savannah, wharf ship, simpson, fugitive, large warehouse, parker",1837.0,1891.0,Sunshine and Shadow of Slave Life. Reminiscences as told by Isaac D... (2 chunks); The Freedman's Story: In Two Parts (2 chunks); Autobiography of Henry Parker (1 chunks)
349,Chaplain Allensworth's Military and Civic Roles,12,"chaplain, allensworth, army, chaplain allensworth, flipper, lieutenant, infantry, th infantry, allen allensworth, officer",1878.0,1914.0,"Battles and Victories of Allen Allensworth, A. M., Ph. D., Lieutena... (8 chunks); The Colored Cadet at West Point. Autobiography of Lieut. Henry Ossi... (4 chunks)"
337,Escape from Slavery via Waterways,12,"boat, felton, river, jem, walk, ferry, bundle, fourgeoud, zoogoo, new orlean",1838.0,1895.0,"A North-Side View of Slavery. The Refugee: or the Narratives of Fug... (3 chunks); Slave Life in Georgia: A Narrative of the Life, Sufferings, and Esc... (3 chunks); Biography of Mahommah G. Baquaqua, a Native of Zoogoo, in the Inter... (1 chunks)"
350,Voting Rights and Republican Politics,12,"party, republican, republican party, purvis, vote, democratic, ballot, democrat, political, majority",1847.0,1917.0,"Men of Mark: Eminent, Progressive and Rising (4 chunks); Frederick Douglass The Colored Orator (2 chunks); Frederick Douglass The Orator. Containing an Account of His Life; H... (2 chunks)"
351,Traveling as a Slave,12,"train, conductor, mr cray, cray, carriage, car, philadelphia, mccandless, passenger, gentleman slave",1855.0,1893.0,"Running a Thousand Miles for Freedom; or, the Escape of William and... (5 chunks); Sunshine and Shadow of Slave Life. Reminiscences as told by Isaac D... (2 chunks); From Slavery to a Bishopric, or, The Life of Bishop Walter Hawkins ... (1 chunks)"
353,Fugitive Slave Experience and Abolitionist Advocacy,12,"american, law, boston boys, liberty, fugitive, dr morison, morison, fugitive slave, new jersey, douglass",1838.0,1895.0,"From Slavery to a Bishopric, or, The Life of Bishop Walter Hawkins ... (2 chunks); A Narrative of the Adventures and Escape of Moses Roper, from Ameri... (1 chunks); Frederick Douglass The Colored Orator (1 chunks)"
354,Economic Value of Slaves in Haiti,12,"hayti, mortality, franc, island, british, jamaica, instruction, soil, cuba, french",1831.0,1912.0,"A Narrative of the Negro (2 chunks); Negro Slavery Described by a Negro: Being the Narrative of Ashton W... (2 chunks); Poems by a Slave in the Island of Cuba, Recently Liberated; Transla... (2 chunks)"
355,Family Life in Slavery,12,"grandmother, coal, employ, dear wife, dinah, workd, kidderminster, georgy, norwich, nellie",1770.0,1926.0,"A Narrative of the Most Remarkable Particulars in the Life of James... (4 chunks); Twice Sold, Twice Ransomed: Autobiography of Mr. and Mrs. L. P. Ray (2 chunks); Autobiography of a Female Slave (1 chunks)"
338,Critique of European Superiority and Justification for Slavery,12,"inferiority, virtue, degrad, vice, european, moral, human, civiliz, african, brute",1848.0,1854.0,"A Tribute for the Negro: Being a Vindication of the Moral, Intellec... (11 chunks); God's Image in Ebony: Being a Series of Biographical Sketches, Fact... (1 chunks)"
324,Authorship and Literary Merit,12,"lordship, ignatius, author, birthplace, born, duchess, bornou, solliman, hereford, majesty",1782.0,1894.0,"A Tribute for the Negro: Being a Vindication of the Moral, Intellec... (2 chunks); The Story of a Slave. A Realistic Revelation of a Social Relation o... (2 chunks); Autobiography of a Fugitive Negro: His Anti-Slavery Labours in the ... (1 chunks)"
336,Entrepreneurship and Financial Challenges,12,"shinplaster, note, barber, bank, circulation, banker, shop, circulation note, bank allow, allow issue",1825.0,1892.0,"Biography of an American Bondman, by His Daughter (2 chunks); Life of William Grimes, the Runaway Slave, Brought Down to the Pres... (2 chunks); Life of William Grimes, the Runaway Slave. Written by Himself (2 chunks)"
326,The Nature of Slavery and Its Effects on Humanity,12,"arbitrary, arbitrary power, cruelty, rely whip, covey, human, labour, objector, signify, motive",1831.0,1863.0,"American Slavery As It Is: Testimony of a Thousand Witnesses (4 chunks); The Life of Toussaint L'Ouverture, the Negro Patriot of Hayti: Comp... (2 chunks); A Tribute for the Negro: Being a Vindication of the Moral, Intellec... (1 chunks)"
335,Encountering Slave-Hunters and Fugitive Life,12,"davy, bristow, fugitive, wagon, slavehunter, neddy, carter, bristow wilson, billy, bruno",1853.0,1886.0,"John and Mary; or, The Fugitive Slaves, a Tale of South-Eastern Pen... (5 chunks); A Brief Miscellaneous Narrative of the More Early Part of the Life ... (1 chunks); Autobiography of a Fugitive Negro: His Anti-Slavery Labours in the ... (1 chunks)"
319,Racial Equality and Public Perception,12,"race, john anderson, alexander bettis, bettis, rev alexander, assail, presumption, mr coe, coe, liberty",1853.0,1913.0,"Frederick Douglass The Orator. Containing an Account of His Life; H... (2 chunks); Biography of an American Bondman, by His Daughter (1 chunks); Brief Sketch of the Life and Labors of Rev. Alexander Bettis. Also ... (1 chunks)"
320,"Paul, Sally, Oh, Landingplace",12,"paul, sally, oh, landingplace, tirrell, zillah, captain, tear, tsa, choteaux",1836.0,1894.0,"The Story of a Slave. A Realistic Revelation of a Social Relation o... (4 chunks); Narrative of William Hayden, Containing a Faithful Account of His T... (2 chunks); The Life and Adventures of Zamba, an African Negro King; and His Ex... (2 chunks)"
321,Confronting Captors and Seeking Freedom,12,"captor, gavitt, miller, emison, jail, mr shaw, cottrell, smallpox, tavern, squire munser",1841.0,1906.0,"The Fugitive Blacksmith; or, Events in the History of James W. C. P... (2 chunks); Uncle Tom's Companions: Or, Facts Stranger Than Fiction. A Suppleme... (2 chunks); Bond and Free: A Tale of the South (1 chunks)"
322,"Writ, Court, Habea, Habea Corpus",12,"writ, court, habea, habea corpus, corpus, jurisdiction, writ habea, statute, justice cockburn, chief justice",1840.0,1863.0,"The Story of the Life of John Anderson, the Fugitive Slave (6 chunks); Anthony Burns: A History (3 chunks); A History of the Amistad Captives: Being a Circumstantial Account o... (2 chunks)"
323,Fundraising Efforts and Donations,12,"tuskegee, armstrong, fund, dollar, general armstrong, carnegie, student, school, hampton, build",1855.0,1924.0,"An Autobiography: The Story of My Life and Work (3 chunks); The History of My Life and Work. Autobiography by Rev. M. L. Latta,... (2 chunks); Up from Slavery: An Autobiography (2 chunks)"
325,Whipping and Plantation Punishment,12,"col johnston, inherit, widow jone, royal, royal blood, ward, buy child, born, blood, love land",1836.0,1929.0,"The Story of a Slave. A Realistic Revelation of a Social Relation o... (2 chunks); A Narrative of the Life and Labors of the Rev. G. W. Offley, a Colo... (1 chunks); Autobiography, Sermons, Addresses, and Essays of Bishop L. H. Holse... (1 chunks)"
318,"Murder, Guanabacoa, Mr Crawford, Havana",12,"murder, guanabacoa, mr crawford, havana, crawford, perpetrat, murder slave, crime, bound, cruelty",1831.0,1863.0,"American Slavery As It Is: Testimony of a Thousand Witnesses (3 chunks); Poems by a Slave in the Island of Cuba, Recently Liberated; Transla... (2 chunks); A Narrative of the Adventures and Escape of Moses Roper, from Ameri... (1 chunks)"
327,Autobiographical Purpose and Authorial Intent,12,"sojourner, sojourner truth, truth, dear sojourner, mott, dear, year acquaintance, kan, book life, mass",1838.0,1910.0,"Narrative of Sojourner Truth; a Bondswoman of Olden Time, Emancipat... (10 chunks); Memoirs of Elleanor Eldridge (1 chunks); What Experience Has Taught Me: An Autobiography of Thomas William B... (1 chunks)"
329,The Discovery of Genius and the Dangers of Excess,12,"poet, genius, hood, mr augustus, fame, acrostic, augustus, wine, gentlemen, poem",1845.0,1855.0,"The American Fugitive in Europe. Sketches of Places and People Abroad (6 chunks); The Poetical Works of George M. Horton: The Colored Bard of North C... (3 chunks); Life of George M. Horton. The Colored Bard of North Carolina from ""... (2 chunks)"
330,"Jared, School, Sundayschool, Teacher",12,"jared, school, sundayschool, teacher, storer, sec, seminary, superintendent, arter, pastor",1826.0,1922.0,"Echoes from a Pioneer Life (6 chunks); Biographical Sketches and Interesting Anecdotes of Persons of Colou... (1 chunks); Biography of Elder Lott Cary, Late Missionary to Africa. With an Ap... (1 chunks)"
331,Navigating Multiple Masters,12,"hopkin, myer, epps, old master, new master, farmer, cut tree, tree, guide, free didnt",1834.0,1885.0,"Sunshine and Shadow of Slave Life. Reminiscences as told by Isaac D... (4 chunks); An Autobiography of the Rev. Josiah Henson (""Uncle Tom""). From 1789... (1 chunks); Anecdotes and Memoirs of William Boen, a Coloured Man, Who Lived an... (1 chunks)"
332,Racial Equality and Citizenship,12,"gould, elisha green, citizen, millersburg, bristow, professor bristow, elisha, green, color citizen, basis representation",1852.0,1893.0,"Life and Times of Frederick Douglass, Written by Himself. His Early... (2 chunks); Life and Times of Frederick Douglass: His Early Life as a Slave, Hi... (2 chunks); Life of the Rev. Elisha W. Green, One of the Founders of the Kentuc... (2 chunks)"
333,The Cruelty of Slavery,12,"garfield, torment, state mind, present torment, torment sense, slave slavery, mak slave, calm breath, breath wind, noth hear",1836.0,1892.0,"Autobiography of a Female Slave (2 chunks); Life and Times of Frederick Douglass, Written by Himself. His Early... (2 chunks); Incidents in the Life of a Slave Girl. Written by Herself (1 chunks)"
334,Mob Violence Against Slave Owners,12,"mob, dale, shop, street, beaubien, flame, reynold, missile, door, mrs dale",1863.0,1893.0,"A Thrilling Narrative from the Lips of the Sufferers of the Late De... (10 chunks); An Autobiography: The Story of the Lord's Dealings with Mrs. Amanda... (1 chunks); Life and Adventures of James Williams, a Fugitive Slave, with a Ful... (1 chunks)"
328,"Delia, Eggs, Wine, Madam",12,"delia, eggs, wine, madam, roast, dinner, hartwell, beef roast, table, company",1837.0,1917.0,"A Tribute for the Negro: Being a Vindication of the Moral, Intellec... (1 chunks); Biography of an American Bondman, by His Daughter (1 chunks); Bond and Free: A Tale of the South (1 chunks)"
381,Whipping and Plantation Punishment,11,"whip, souther, flog, bennet, tan, epps, livd, punishment inflict, punishment, overseer",1770.0,1891.0,American Slavery As It Is: Testimony of a Thousand Witnesses (2 chunks); Horrors of the Virginian Slave Trade and of the Slave-Rearing Plant... (2 chunks); A Narrative of the Most Remarkable Particulars in the Life of James... (1 chunks)
375,Celebrating Frederick Douglass's Legacy,11,"douglass, rochester, frederick douglass, tribute, frederick, monument, honor, statue, citizen, bronze",1855.0,1914.0,"Frederick Douglass (5 chunks); Life and Times of Frederick Douglass: His Early Life as a Slave, Hi... (2 chunks); Battles and Victories of Allen Allensworth, A. M., Ph. D., Lieutena... (1 chunks)"
376,"Jarm, Major Thornton, Drink, Thornton",11,"jarm, major thornton, drink, thornton, whiskey, drunk, major, liquor, saloon, distillery",1836.0,1926.0,"The Rev. J. W. Loguen, as a Slave and as a Freeman. A Narrative of ... (2 chunks); The Slave: or Memoirs of Archy Moore. Vol. I (2 chunks); Twenty-Two Years a Slave, and Forty Years a Freeman; Embracing a Co... (2 chunks)"
377,Letters and Personal Correspondence,11,"sancho, sancho letter, thank, mrs sancho, letter, charle street, tubbee, dear, pleasure, truly",1782.0,1875.0,"Letters of the Late Ignatius Sancho, An African. In Two Volumes. To... (6 chunks); A Sketch of the Life of Okah Tubbee, (Called) William Chubbee, Son ... (1 chunks); A Tribute for the Negro: Being a Vindication of the Moral, Intellec... (1 chunks)"
378,Experiences of Fugitive Slaves in the North,11,"croff, sanford, william croff, georgia, man georgia, society, white yes, did know, cold, william",1838.0,1895.0,"The Anderson Surpriser. Written After He Was Seventy-Five Years of ... (2 chunks); Biography of an American Bondman, by His Daughter (1 chunks); Hair-breadth Escapes from Slavery to Freedom (1 chunks)"
379,Racial Progress and Education in the South,11,"mound bayou, league, race, mound, organization, education, student, bayou, mr bank, national",1881.0,1916.0,"Booker T. Washington, Builder of a Civilization (3 chunks); My Larger Education: Being Chapters from My Experience (2 chunks); Up from Slavery: An Autobiography (2 chunks)"
380,Whipping and Plantation Punishment,11,"driver, overseer, cowskin, gang, whip, calf, mr wolf, cruelty, cow, cruelty slave",1836.0,1892.0,"A Narrative of Events of the Life of J. H. Banks, an Escaped Slave,... (1 chunks); A North-Side View of Slavery. The Refugee: or the Narratives of Fug... (1 chunks); American Slavery As It Is: Testimony of a Thousand Witnesses (1 chunks)"
385,Whipping and Plantation Punishment,11,"chain, whip, coffle, flop, patroller, gang, uncle, overseer, march, uncle stephen",1839.0,1901.0,"American Slavery As It Is: Testimony of a Thousand Witnesses (3 chunks); The House of Bondage, or, Charlotte Brooks and Other Slaves, Origin... (2 chunks); A North-Side View of Slavery. The Refugee: or the Narratives of Fug... (1 chunks)"
382,Whipping and Plantation Punishment,11,"rage, opposition owner, opposition, owner, moan groan, stimulant, property, provocation, wheatly, oppos far",1789.0,1914.0,"American Slavery As It Is: Testimony of a Thousand Witnesses (2 chunks); Battles and Victories of Allen Allensworth, A. M., Ph. D., Lieutena... (2 chunks); Autobiography of a Female Slave (1 chunks)"
383,Escaping from Slavery,11,"indian, squaw, white man, murrell, choctaw, poor indian, hungry, chickasaw, zachary, hungry tir",1848.0,1902.0,"A Sketch of the Life of Okah Tubbee, (Called) William Chubbee, Son ... (2 chunks); Last of the Pioneers: Or, Old Times in East Tenn., Being the Life a... (2 chunks); A North-Side View of Slavery. The Refugee: or the Narratives of Fug... (1 chunks)"
384,Ministry and Education,11,"school, stewart, sunday school, baptist, district, philadelphia, conference, church, position, lewis",1827.0,1914.0,"Men of Mark: Eminent, Progressive and Rising (7 chunks); Battles and Victories of Allen Allensworth, A. M., Ph. D., Lieutena... (1 chunks); Life and Labors of Rev. Jordan W. Early, One of the Pioneers of Afr... (1 chunks)"
386,Life in the North,11,"judy, mr green, sofa, templeton, mrs lincoln, news, carriage, green, devenant, lincoln",1852.0,1929.0,"Aunt Sally: or, The Cross the Way of Freedom. A Narrative of the Sl... (2 chunks); Bond and Free: A Tale of the South (2 chunks); Aunt Judy's Story: A Tale From Real Life. Written for the Pennsylva... (1 chunks)"
387,Early Education and Intellectual Development,11,"douglass, toussaint, master jame, covey, far rich, freeland, youth, instruction, boy, rochester",1836.0,1906.0,Frederick Douglass (2 chunks); Toussaint L'Ouverture: A Biography and Autobiography (2 chunks); Frederick Douglass The Colored Orator (1 chunks)
389,Life Stories of Former Slaves,11,"born, doct steward, born slave, doct, history, circumstance painful, connecticut year, william grime, grime, owner",1825.0,1922.0,"A Slave's Adventures Toward Freedom. Not Fiction, but the True Stor... (1 chunks); A True Tale of Slavery. From The Leisure Hour: A Family Journal of ... (1 chunks); God's Image in Ebony: Being a Series of Biographical Sketches, Fact... (1 chunks)"
373,"Funeral Slave, Coffin, Sol, Overseer",11,"funeral slave, coffin, sol, overseer, funeral, entertainment power, draw leave, night draw, receive entertainment, massa",1845.0,1893.0,"Narratives of the Sufferings of Lewis and Milton Clarke, Sons of a ... (3 chunks); From Slave Cabin to the Pulpit. The Autobiography of Rev. Peter Ran... (2 chunks); Sketches of Slave Life: Or, Illustrations of the ""Peculiar Institut... (2 chunks)"
374,"Prince, Leary, School, Holly",11,"prince, leary, school, holly, vashon, bethelsdorp, bishop holly, bishop, tombuctoo, philadelphia",1828.0,1914.0,"Men of Mark: Eminent, Progressive and Rising (5 chunks); A Statement with Regard to the Moorish Prince, Abduhl Rahhahman (1 chunks); A Tribute for the Negro: Being a Vindication of the Moral, Intellec... (1 chunks)"
388,Encountering Indigenous Peoples,11,"enemy, cave, guide, presently, arrow, pond, dens, ella, bag corn, contiguous",1798.0,1897.0,"A Narrative of the Life and Adventures of Venture, a Native of Afri... (4 chunks); Jamie Parker, the Fugitive (2 chunks); The White Slave; or, Memoirs of a Fugitive (2 chunks)"
372,"New Bedford, Bedford, Southern Port, Cheat",11,"new bedford, bedford, southern port, cheat, german, men south, ox, load unload, white man, southern",1789.0,1895.0,"The New Man: Twenty-Nine Years a Slave,Twenty-Nine Years a Free Man (2 chunks); Biography of Mahommah G. Baquaqua, a Native of Zoogoo, in the Inter... (1 chunks); Life and Times of Frederick Douglass, Written by Himself. His Early... (1 chunks)"
363,Escape Planning and Preparations,11,"canoe, venison, road, easter holiday, hid, dog, easter, stealthily, draught, cave",1848.0,1892.0,"A North-Side View of Slavery. The Refugee: or the Narratives of Fug... (2 chunks); An Autobiography of the Rev. Josiah Henson (""Uncle Tom""). From 1789... (1 chunks); Jamie Parker, the Fugitive (1 chunks)"
371,"Paleface, Great Spirit, Forefather, Indian",11,"paleface, great spirit, forefather, indian, pale face, thee, pale, tribe, chief, spot",1852.0,1902.0,"A Sketch of the Life of Okah Tubbee, (Called) William Chubbee, Son ... (10 chunks); Last of the Pioneers: Or, Old Times in East Tenn., Being the Life a... (1 chunks)"
356,Whipping and Plantation Punishment,11,"covey, cincinnati, search, syracuse, huntingdon, party paper, biddulph, party, impudence, liberty party",1848.0,1893.0,"A North-Side View of Slavery. The Refugee: or the Narratives of Fug... (2 chunks); Incidents in the Life of a Slave Girl. Written by Herself (2 chunks); The Rev. J. W. Loguen, as a Slave and as a Freeman. A Narrative of ... (2 chunks)"
357,Escape and Fugitive Slave Life,11,"mr hutchinson, hutchinson, aunt emma, mrs thoma, mcgraw, aunt, sister, emma, gardensville, aunt dinah",1838.0,1893.0,"An Autobiography: The Story of the Lord's Dealings with Mrs. Amanda... (3 chunks); Incidents in the Life of a Slave Girl. Written by Herself (2 chunks); The White Slave; or, Memoirs of a Fugitive (2 chunks)"
359,"Church, Methodist, Episcopal, Methodist Episcopal",11,"church, methodist, episcopal, methodist episcopal, conference, organization, episcopal church, circuit, allen, african",1872.0,1916.0,"Autobiography of Bishop Isaac Lane, LL.D. with a Short History of t... (3 chunks); Biography of Rev. David Smith of the A. M. E. Church; Being a Compl... (3 chunks); Richard Allen and Absalom Jones, by the Rev. George F. Bragg, in Ho... (2 chunks)"
360,"Lumber, Lawrence, Enterprise, Thousand Foot",11,"lumber, lawrence, enterprise, thousand foot, brought large, amos lawrence, boston, england, fugitive slave, debt",1858.0,1917.0,"Truth Stranger Than Fiction. Father Henson's Story of His Own Life (3 chunks); An Autobiography of the Rev. Josiah Henson (""Uncle Tom""). From 1789... (2 chunks); From Slavery to Wealth. The Life of Scott Bond. The Rewards of Hone... (2 chunks)"
361,"Lashe, Foot Inche, Leftwich, Inche",11,"lashe, foot inche, leftwich, inche, trader, emery john, jury, mr leftwich, wail, jim riley",1837.0,1910.0,American Slavery As It Is: Testimony of a Thousand Witnesses (1 chunks); Anthony Burns: A History (1 chunks); Bond and Free: A Tale of the South (1 chunks)
362,Writing and Publishing Slave Narratives,11,"book, early fond, dr blake, fond, mr steward, strove, claim, story, douglass, greener",1845.0,1912.0,"A Narrative of the Negro (1 chunks); An Autobiography: The Story of My Life and Work (1 chunks); Autobiography of Rev. Francis Frederick, of Virginia (1 chunks)"
358,"Bornou, Native, King, Barbary",11,"bornou, native, king, barbary, tribe, el, bagirmy, kanemy, el kanemy, benin",1789.0,1912.0,"A Narrative of the Negro (4 chunks); The Autobiography of Nicholas Said, A Native of Bournou, Eastern So... (2 chunks); The Blind African Slave, or Memoirs of Boyrereau Brinch, Nick-named... (2 chunks)"
364,Rivalry Among Slaves,11,"freeland, covey, mr freeland, dick fallon, yankee trick, covey gave, fallon, yankee, dick, rivalry",1852.0,1917.0,"Buried Alive (Behind Prison Walls) for a Quarter of a Century: Life... (1 chunks); From Slavery to Wealth. The Life of Scott Bond. The Rewards of Hone... (1 chunks); Life and History of William O'Neal, or, The Man Who Sold His Wife (1 chunks)"
366,Longing for Family and Freedom,11,"extinguish, misery, wretch, caress, fate, thou, snatch child, brother sister, book, manhood",1836.0,1892.0,"Autobiography of a Female Slave (2 chunks); The White Slave; or, Memoirs of a Fugitive (2 chunks); Elizabeth, a Colored Minister of the Gospel Born in Slavery (1 chunks)"
367,Racial Prejudice at West Point,11,"cadet, plebe, rank, corporal, tent, dipper, west point, guard, courtmartial, cadet corporal",1878.0,1878.0,The Colored Cadet at West Point. Autobiography of Lieut. Henry Ossi... (11 chunks)
368,"Railroad, Pullman, Section, Section Country",11,"railroad, pullman, section, section country, electrical, train, passenger agent, railway, railroad section, inventor",1887.0,1907.0,"Life and Adventures of Nat Love, Better Known in the Cattle Country... (4 chunks); The History of My Life and Work. Autobiography by Rev. M. L. Latta,... (4 chunks); Men of Mark: Eminent, Progressive and Rising (2 chunks)"
369,"Union, Citizen America, Color Citizen, Unit Band",11,"union, citizen america, color citizen, unit band, convention, band, unit, god heaven, endeavor, sparingly",1846.0,1917.0,An Address to All the Colored Citizens of the United States (9 chunks); My Life and Work (1 chunks); Out of the Ditch. A True Story of an Ex-Slave (1 chunks)
365,Whipping and Plantation Punishment,11,"says, arter, agin, peter, goes, lecta, em, says peter, gits, comin",1839.0,1852.0,"Chains and Freedom: Or, The Life and Adventures of Peter Wheeler, a... (7 chunks); Uncle Tom's Companions: Or, Facts Stranger Than Fiction. A Suppleme... (4 chunks)"
370,Food Preservation Techniques,11,"plum, boil, sugar, fruit, dry, cream, pound, juice, syrup, jars",1929.0,1929.0,From Captivity to Fame or The Life of George Washington Carver (11 chunks)
421,"Ike, Mrs Montgomery, Servant, Montgomery",10,"ike, mrs montgomery, servant, montgomery, cassy, tompkin, brazen, adele, miss adele, mrs",1836.0,1880.0,"Autobiography of a Female Slave (3 chunks); The White Slave; or, Memoirs of a Fugitive (3 chunks); Aunt Sally: or, The Cross the Way of Freedom. A Narrative of the Sl... (1 chunks)"
424,Fugitive Slave Cases,10,"nalle, lunsford, shane, walch, fugitive, arrest, marshal, boynton, averill, jone",1848.0,1886.0,"Lunsford Lane; or, Another Helper from North Carolina (4 chunks); Life of Rev. Thomas James, by Himself (2 chunks); A Tribute for the Negro: Being a Vindication of the Moral, Intellec... (1 chunks)"
423,Food Rations and Hunger,10,"pound, ration, allowance, quart, corn, meat, pound bread, ounce, beef, food",1837.0,1855.0,American Slavery As It Is: Testimony of a Thousand Witnesses (8 chunks); My Bondage and My Freedom. Part I. Life as a Slave. Part II. Life a... (1 chunks); Slavery in the United States: A Narrative of the Life and Adventure... (1 chunks)
422,Kidnapping and Coercion by Slave Owners,10,"miller, jail, gherardi, concklin, ellington, throckmorton, patriot, admiral gherardi, poultice, st nicola",1841.0,1897.0,"The Kidnapped and the Ransomed. Recollections of Peter Still and Hi... (2 chunks); Life and Times of Frederick Douglass, Written by Himself. His Early... (1 chunks); Lunsford Lane; or, Another Helper from North Carolina (1 chunks)"
418,"Jimmie, Plankinton, Coat Room, Laundry",10,"jimmie, plankinton, coat room, laundry, laundry work, aunt namie, namie, plankinton house, brother william, commander",1851.0,1911.0,"Thirty Years a Slave: From Bondage to Freedom: The Institution of S... (3 chunks); The Kidnapped and the Ransomed. Recollections of Peter Still and Hi... (2 chunks); Life on the Old Plantation in Ante-Bellum Days, or, A Story Based o... (1 chunks)"
420,War and Military Encounters,10,"army, battle, soldier, marse, troop, mcknight, war, virgil, marse jim, marse virgil",1855.0,1914.0,"Autobiography of James L. Smith, Including, Also, Reminiscences of ... (2 chunks); The Autobiography of Nicholas Said, A Native of Bournou, Eastern So... (2 chunks); Battles and Victories of Allen Allensworth, A. M., Ph. D., Lieutena... (1 chunks)"
419,Grief and Mourning in Slaveholding Families,10,"miss, biddy, whoooop, louise, jane, susan, miss jane, bradly, rhoderic, miss templeton",1839.0,1888.0,"Autobiography of a Female Slave (4 chunks); Bond and Free: A Tale of the South (1 chunks); Chains and Freedom: Or, The Life and Adventures of Peter Wheeler, a... (1 chunks)"
417,Toussaint L'Ouverture's Leadership and Politics,10,"douville, toussaint, rigaud, louverture, general douville, toussaint louverture, english, roume, france, mother country",1853.0,1863.0,"The Life of Toussaint L'Ouverture, the Negro Patriot of Hayti: Comp... (6 chunks); Toussaint L'Ouverture: A Biography and Autobiography (4 chunks)"
416,Life on Plantations and Hiring Out,10,"port royal, peas, practice physic, jarm, gentleman, mr moodwell, moodwell, father plantation, axe, return father",1825.0,1924.0,A Thrilling Sketch of the Life of the Distinguished Chief Okah Tubb... (1 chunks); Autobiography of a Female Slave (1 chunks); From Slavery to Wealth. The Life of Scott Bond. The Rewards of Hone... (1 chunks)
426,Exploitation of Poor Whites by Slave System,10,"black slave, mr gardiner, poor white, gardiner, competition, slaveholder, belong slaveholder, mechanic, workmen, slave black",1851.0,1917.0,"A Narrative of Thomas Smallwood, (Coloured Man:) Giving an Account ... (2 chunks); The White Slave; or, Memoirs of a Fugitive (2 chunks); From Slavery to Wealth. The Life of Scott Bond. The Rewards of Hone... (1 chunks)"
425,Finding Freedom and New Opportunities,10,"valentine, peter, jarm, occupation, mrs valentine, ashton, ashton warner, journey, john farney, steamer",1848.0,1906.0,"The Kidnapped and the Ransomed. Recollections of Peter Still and Hi... (2 chunks); A Tribute for the Negro: Being a Vindication of the Moral, Intellec... (1 chunks); An Autobiography. Bond and Free: Or, Yearnings for Freedom, from My... (1 chunks)"
434,Surviving in the Woods,10,"hattie, sallie, wood, come come, devil devil, aunt sallie, lorendo, sam grundy, lass grease, wisky",1848.0,1890.0,"The House of Bondage, or, Charlotte Brooks and Other Slaves, Origin... (3 chunks); Horrors of the Virginian Slave Trade and of the Slave-Rearing Plant... (2 chunks); A Tribute for the Negro: Being a Vindication of the Moral, Intellec... (1 chunks)"
427,"Vo, Cloth Price, Price, Mo",10,"vo, cloth price, price, mo, vo cloth, mo cloth, cloth, bridegroom, perusal, essay",1838.0,1902.0,"The Fugitive Blacksmith; or, Events in the History of James W. C. P... (4 chunks); Biography of Mahommah G. Baquaqua, a Native of Zoogoo, in the Inter... (2 chunks); A Tribute for the Negro: Being a Vindication of the Moral, Intellec... (1 chunks)"
428,"Bonnet, Pray, Lord, Prayer Meet",10,"bonnet, pray, lord, prayer meet, prayer, nice, brother sharper, wind cease, bonnet thought, wear",1861.0,1926.0,"An Autobiography: The Story of the Lord's Dealings with Mrs. Amanda... (7 chunks); An Autobiography. Bond and Free: Or, Yearnings for Freedom, from My... (1 chunks); The History of William Webb, Composed by Himself (1 chunks)"
429,Plantation Life and Slavery,10,"lloyd, comd, old grime, gentleman, ob, col, grime, cutter, mr johnson, old gentleman",1825.0,1892.0,"Life and Times of Frederick Douglass, Written by Himself. His Early... (2 chunks); Biographical Sketches and Interesting Anecdotes of Persons of Colou... (1 chunks); Biography of an American Bondman, by His Daughter (1 chunks)"
430,Life on a Ship,10,"captain, ship, montserrat, liverpool, vessel, mate, sail, shore, musquito shore, topsail",1789.0,1849.0,"The Interesting Narrative of the Life of Olaudah Equiano, or Gustav... (4 chunks); The Life, History, and Unparalleled Sufferings of John Jea, the Afr... (3 chunks); A Tribute for the Negro: Being a Vindication of the Moral, Intellec... (1 chunks)"
431,Toussaint L'Ouverture's Leadership in Haitian Independence,10,"hayti, loverture, cultivat, toussaint, toussaint loverture, france, independence, louverture, haytien, colony",1853.0,1917.0,"The Life of Toussaint L'Ouverture, the Negro Patriot of Hayti: Comp... (2 chunks); Battles and Victories of Allen Allensworth, A. M., Ph. D., Lieutena... (1 chunks); Frederick Douglass The Orator. Containing an Account of His Life; H... (1 chunks)"
432,Racial Profiling and Arrest of Free Black People,10,"heavenly union, heavenly, union theyll, union, free negro, colour person, vot resolve, law, theyll, merchant",1845.0,1863.0,"The Life and Adventures of Zamba, an African Negro King; and His Ex... (3 chunks); Horrors of the Virginian Slave Trade and of the Slave-Rearing Plant... (1 chunks); Life and Opinions of Julius Melbourn; with Sketches of the Lives an... (1 chunks)"
